user,contributions,repositories,primary_language,monthly_contributions,contribution_types
alengwenus,194,13,Python,"{'2023-06': 5, '2023-07': 1, '2023-08': 0, '2023-09': 0, '2023-10': 18, '2023-11': 8, '2023-12': 54, '2024-01': 66, '2024-02': 26, '2024-03': 5, '2024-04': 0, '2024-05': 11, '2024-06': 0}","{'commits': 138, 'pull_requests': 38, 'issues': 0, 'reviews': 1}"
LeticiaResende23,99,6,Java,"{'2023-06': 60, '2023-07': 32, '2023-08': 0, '2023-09': 0, '2023-10': 5, '2023-11': 2, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 0}","{'commits': 89, 'pull_requests': 5, 'issues': 3, 'reviews': 0}"
ArielSixwings,201,35,C++,"{'2023-06': 2, '2023-07': 1, '2023-08': 0, '2023-09': 0, '2023-10': 17, '2023-11': 47, '2023-12': 66, '2024-01': 0, '2024-02': 0, '2024-03': 19, '2024-04': 30, '2024-05': 19, '2024-06': 0}","{'commits': 180, 'pull_requests': 19, 'issues': 0, 'reviews': 1}"
bdraco,12163,511,Perl,"{'2023-06': 1262, '2023-07': 966, '2023-08': 768, '2023-09': 953, '2023-10': 763, '2023-11': 1020, '2023-12': 901, '2024-01': 1104, '2024-02': 1380, '2024-03': 1213, '2024-04': 982, '2024-05': 849, '2024-06': 2}","{'commits': 4816, 'pull_requests': 3572, 'issues': 86, 'reviews': 2688}"
guilhermemoraisr,28,31,Python,"{'2023-06': 7, '2023-07': 21, '2023-08': 0, '2023-09': 0, '2023-10': 0, '2023-11': 0, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 0}","{'commits': 11, 'pull_requests': 8, 'issues': 1, 'reviews': 8}"
vitorAlves7,154,37,JavaScript,"{'2023-06': 0, '2023-07': 19, '2023-08': 0, '2023-09': 0, '2023-10': 7, '2023-11': 21, '2023-12': 18, '2024-01': 39, '2024-02': 38, '2024-03': 0, '2024-04': 1, '2024-05': 11, '2024-06': 0}","{'commits': 11, 'pull_requests': 0, 'issues': 0, 'reviews': 0}"
jjlawren,109,36,Python,"{'2023-06': 4, '2023-07': 1, '2023-08': 1, '2023-09': 6, '2023-10': 15, '2023-11': 0, '2023-12': 21, '2024-01': 11, '2024-02': 13, '2024-03': 11, '2024-04': 20, '2024-05': 6, '2024-06': 0}","{'commits': 44, 'pull_requests': 27, 'issues': 1, 'reviews': 37}"
GustaaSZ,120,10,Java,"{'2023-06': 0, '2023-07': 0, '2023-08': 7, '2023-09': 0, '2023-10': 0, '2023-11': 0, '2023-12': 6, '2024-01': 0, '2024-02': 0, '2024-03': 1, '2024-04': 94, '2024-05': 12, '2024-06': 0}","{'commits': 100, 'pull_requests': 9, 'issues': 3, 'reviews': 1}"
scop,1405,190,Python,"{'2023-06': 205, '2023-07': 101, '2023-08': 221, '2023-09': 63, '2023-10': 75, '2023-11': 314, '2023-12': 54, '2024-01': 41, '2024-02': 85, '2024-03': 24, '2024-04': 131, '2024-05': 88, '2024-06': 3}","{'commits': 780, 'pull_requests': 273, 'issues': 58, 'reviews': 97}"
YanWerlley,75,4,Python,"{'2023-06': 42, '2023-07': 30, '2023-08': 0, '2023-09': 0, '2023-10': 2, '2023-11': 1, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 0}","{'commits': 72, 'pull_requests': 3, 'issues': 0, 'reviews': 0}"
hryds,14,22,JavaScript,"{'2023-06': 6, '2023-07': 8, '2023-08': 0, '2023-09': 0, '2023-10': 0, '2023-11': 0, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 0}","{'commits': 0, 'pull_requests': 0, 'issues': 0, 'reviews': 0}"
PedroFMuniz,8,6,HTML,"{'2023-06': 0, '2023-07': 0, '2023-08': 0, '2023-09': 0, '2023-10': 0, '2023-11': 7, '2023-12': 0, '2024-01': 0, '2024-02': 1, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 0}","{'commits': 7, 'pull_requests': 0, 'issues': 0, 'reviews': 0}"
diogjunior100,329,34,C++,"{'2023-06': 83, '2023-07': 67, '2023-08': 0, '2023-09': 60, '2023-10': 43, '2023-11': 29, '2023-12': 6, '2024-01': 0, '2024-02': 0, '2024-03': 11, '2024-04': 19, '2024-05': 8, '2024-06': 3}","{'commits': 251, 'pull_requests': 34, 'issues': 0, 'reviews': 32}"
shbatm,72,138,JavaScript,"{'2023-06': 33, '2023-07': 5, '2023-08': 1, '2023-09': 7, '2023-10': 3, '2023-11': 3, '2023-12': 6, '2024-01': 2, '2024-02': 1, '2024-03': 2, '2024-04': 2, '2024-05': 7, '2024-06': 0}","{'commits': 22, 'pull_requests': 31, 'issues': 8, 'reviews': 2}"
gaubiela,38,8,C,"{'2023-06': 8, '2023-07': 16, '2023-08': 0, '2023-09': 4, '2023-10': 3, '2023-11': 0, '2023-12': 0, '2024-01': 7, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 0}","{'commits': 30, 'pull_requests': 2, 'issues': 0, 'reviews': 0}"
GuilhermeSoaress,197,16,C,"{'2023-06': 45, '2023-07': 59, '2023-08': 23, '2023-09': 9, '2023-10': 11, '2023-11': 2, '2023-12': 11, '2024-01': 0, '2024-02': 0, '2024-03': 1, '2024-04': 27, '2024-05': 9, '2024-06': 0}","{'commits': 168, 'pull_requests': 14, 'issues': 1, 'reviews': 0}"
julisous,361,30,JavaScript,"{'2023-06': 8, '2023-07': 19, '2023-08': 3, '2023-09': 36, '2023-10': 106, '2023-11': 119, '2023-12': 31, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 13, '2024-05': 26, '2024-06': 0}","{'commits': 206, 'pull_requests': 17, 'issues': 26, 'reviews': 35}"
WonnzDA,10,8,C#,"{'2023-06': 0, '2023-07': 0, '2023-08': 0, '2023-09': 0, '2023-10': 0, '2023-11': 0, '2023-12': 0, '2024-01': 2, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 8, '2024-06': 0}","{'commits': 9, 'pull_requests': 1, 'issues': 0, 'reviews': 0}"
LeviLunique,79,29,Swift,"{'2023-06': 1, '2023-07': 13, '2023-08': 0, '2023-09': 6, '2023-10': 17, '2023-11': 15, '2023-12': 19, '2024-01': 0, '2024-02': 0, '2024-03': 4, '2024-04': 4, '2024-05': 0, '2024-06': 0}","{'commits': 68, 'pull_requests': 5, 'issues': 0, 'reviews': 0}"
allenporter,3066,111,Python,"{'2023-06': 199, '2023-07': 270, '2023-08': 98, '2023-09': 100, '2023-10': 189, '2023-11': 236, '2023-12': 526, '2024-01': 341, '2024-02': 151, '2024-03': 160, '2024-04': 212, '2024-05': 572, '2024-06': 12}","{'commits': 1894, 'pull_requests': 788, 'issues': 41, 'reviews': 227}"
savioc2,89,45,Python,"{'2023-06': 30, '2023-07': 5, '2023-08': 1, '2023-09': 12, '2023-10': 24, '2023-11': 12, '2023-12': 2, '2024-01': 1, '2024-02': 0, '2024-03': 0, '2024-04': 2, '2024-05': 0, '2024-06': 0}","{'commits': 34, 'pull_requests': 5, 'issues': 4, 'reviews': 10}"
azogue,356,43,Python,"{'2023-06': 130, '2023-07': 24, '2023-08': 16, '2023-09': 20, '2023-10': 3, '2023-11': 23, '2023-12': 21, '2024-01': 13, '2024-02': 3, '2024-03': 40, '2024-04': 48, '2024-05': 15, '2024-06': 0}","{'commits': 295, 'pull_requests': 41, 'issues': 2, 'reviews': 14}"
gustavokenzo1,239,40,TypeScript,"{'2023-06': 10, '2023-07': 7, '2023-08': 20, '2023-09': 28, '2023-10': 11, '2023-11': 26, '2023-12': 18, '2024-01': 0, '2024-02': 25, '2024-03': 45, '2024-04': 39, '2024-05': 10, '2024-06': 0}","{'commits': 70, 'pull_requests': 3, 'issues': 0, 'reviews': 0}"
Marianannn,172,10,Python,"{'2023-06': 1, '2023-07': 0, '2023-08': 12, '2023-09': 13, '2023-10': 36, '2023-11': 8, '2023-12': 1, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 48, '2024-05': 53, '2024-06': 0}","{'commits': 96, 'pull_requests': 4, 'issues': 38, 'reviews': 6}"
ccarlaa,1213,56,JavaScript,"{'2023-06': 115, '2023-07': 121, '2023-08': 136, '2023-09': 77, '2023-10': 52, '2023-11': 96, '2023-12': 92, '2024-01': 148, '2024-02': 63, '2024-03': 106, '2024-04': 97, '2024-05': 110, '2024-06': 0}","{'commits': 83, 'pull_requests': 2, 'issues': 0, 'reviews': 0}"
lucasgbezerra,146,57,Python,"{'2023-06': 84, '2023-07': 51, '2023-08': 2, '2023-09': 1, '2023-10': 5, '2023-11': 0, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 3, '2024-06': 0}","{'commits': 103, 'pull_requests': 7, 'issues': 10, 'reviews': 19}"
GuilhermeBraz,173,33,Python,"{'2023-06': 137, '2023-07': 33, '2023-08': 0, '2023-09': 0, '2023-10': 0, '2023-11': 0, '2023-12': 1, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 2, '2024-05': 0, '2024-06': 0}","{'commits': 145, 'pull_requests': 11, 'issues': 0, 'reviews': 16}"
LuisMiranda10,627,21,Python,"{'2023-06': 0, '2023-07': 0, '2023-08': 0, '2023-09': 11, '2023-10': 117, '2023-11': 122, '2023-12': 316, '2024-01': 0, '2024-02': 0, '2024-03': 1, '2024-04': 26, '2024-05': 34, '2024-06': 0}","{'commits': 608, 'pull_requests': 6, 'issues': 0, 'reviews': 2}"
JoaoVitorFarias,129,41,Python,"{'2023-06': 29, '2023-07': 39, '2023-08': 0, '2023-09': 0, '2023-10': 4, '2023-11': 3, '2023-12': 54, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 0}","{'commits': 90, 'pull_requests': 9, 'issues': 3, 'reviews': 22}"
NickGehjk,65,11,Python,"{'2023-06': 8, '2023-07': 5, '2023-08': 0, '2023-09': 1, '2023-10': 21, '2023-11': 0, '2023-12': 11, '2024-01': 3, '2024-02': 0, '2024-03': 2, '2024-04': 14, '2024-05': 0, '2024-06': 0}","{'commits': 56, 'pull_requests': 2, 'issues': 1, 'reviews': 0}"
migueldefrias,339,6,Jupyter Notebook,"{'2023-06': 35, '2023-07': 34, '2023-08': 0, '2023-09': 32, '2023-10': 108, '2023-11': 74, '2023-12': 39, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 17, '2024-05': 0, '2024-06': 0}","{'commits': 301, 'pull_requests': 25, 'issues': 9, 'reviews': 4}"
Igorabreueng,27,5,Jupyter Notebook,"{'2023-06': 0, '2023-07': 0, '2023-08': 0, '2023-09': 1, '2023-10': 8, '2023-11': 2, '2023-12': 16, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 0}","{'commits': 25, 'pull_requests': 0, 'issues': 0, 'reviews': 2}"
tkdrob,162,37,Python,"{'2023-06': 26, '2023-07': 9, '2023-08': 0, '2023-09': 5, '2023-10': 17, '2023-11': 5, '2023-12': 18, '2024-01': 3, '2024-02': 8, '2024-03': 13, '2024-04': 10, '2024-05': 48, '2024-06': 0}","{'commits': 56, 'pull_requests': 47, 'issues': 4, 'reviews': 6}"
natekspencer,759,51,Python,"{'2023-06': 70, '2023-07': 78, '2023-08': 120, '2023-09': 53, '2023-10': 35, '2023-11': 99, '2023-12': 50, '2024-01': 4, '2024-02': 57, '2024-03': 65, '2024-04': 104, '2024-05': 24, '2024-06': 0}","{'commits': 455, 'pull_requests': 189, 'issues': 4, 'reviews': 27}"
DanielPortods,229,32,JavaScript,"{'2023-06': 62, '2023-07': 37, '2023-08': 0, '2023-09': 14, '2023-10': 56, '2023-11': 34, '2023-12': 20, '2024-01': 3, '2024-02': 0, '2024-03': 3, '2024-04': 0, '2024-05': 0, '2024-06': 0}","{'commits': 83, 'pull_requests': 23, 'issues': 27, 'reviews': 35}"
scolby33,27,63,Python,"{'2023-06': 0, '2023-07': 0, '2023-08': 5, '2023-09': 6, '2023-10': 1, '2023-11': 2, '2023-12': 0, '2024-01': 2, '2024-02': 5, '2024-03': 0, '2024-04': 0, '2024-05': 6, '2024-06': 0}","{'commits': 8, 'pull_requests': 7, 'issues': 8, 'reviews': 0}"
ubrando,44,36,Python,"{'2023-06': 3, '2023-07': 1, '2023-08': 4, '2023-09': 0, '2023-10': 3, '2023-11': 11, '2023-12': 14, '2024-01': 0, '2024-02': 0, '2024-03': 3, '2024-04': 4, '2024-05': 1, '2024-06': 0}","{'commits': 39, 'pull_requests': 2, 'issues': 0, 'reviews': 0}"
cgtobi,182,53,Python,"{'2023-06': 0, '2023-07': 0, '2023-08': 0, '2023-09': 2, '2023-10': 52, '2023-11': 27, '2023-12': 47, '2024-01': 37, '2024-02': 5, '2024-03': 0, '2024-04': 10, '2024-05': 2, '2024-06': 0}","{'commits': 67, 'pull_requests': 58, 'issues': 0, 'reviews': 54}"
zzzBECK,719,33,TypeScript,"{'2023-06': 2, '2023-07': 59, '2023-08': 1, '2023-09': 24, '2023-10': 31, '2023-11': 17, '2023-12': 93, '2024-01': 96, '2024-02': 40, '2024-03': 196, '2024-04': 44, '2024-05': 115, '2024-06': 1}","{'commits': 636, 'pull_requests': 5, 'issues': 1, 'reviews': 7}"
pedroblome,171,61,Java,"{'2023-06': 16, '2023-07': 14, '2023-08': 30, '2023-09': 38, '2023-10': 0, '2023-11': 3, '2023-12': 14, '2024-01': 0, '2024-02': 5, '2024-03': 32, '2024-04': 11, '2024-05': 8, '2024-06': 0}","{'commits': 108, 'pull_requests': 1, 'issues': 1, 'reviews': 0}"
DanielViniciusAlves,231,31,JavaScript,"{'2023-06': 21, '2023-07': 17, '2023-08': 30, '2023-09': 0, '2023-10': 1, '2023-11': 31, '2023-12': 40, '2024-01': 36, '2024-02': 0, '2024-03': 37, '2024-04': 18, '2024-05': 0, '2024-06': 0}","{'commits': 122, 'pull_requests': 2, 'issues': 12, 'reviews': 0}"
castroricardo1,179,33,Python,"{'2023-06': 11, '2023-07': 10, '2023-08': 0, '2023-09': 0, '2023-10': 30, '2023-11': 61, '2023-12': 67, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 0}","{'commits': 129, 'pull_requests': 21, 'issues': 4, 'reviews': 11}"
DafneM,774,82,JavaScript,"{'2023-06': 62, '2023-07': 29, '2023-08': 0, '2023-09': 0, '2023-10': 0, '2023-11': 9, '2023-12': 3, '2024-01': 0, '2024-02': 2, '2024-03': 1, '2024-04': 22, '2024-05': 630, '2024-06': 16}","{'commits': 703, 'pull_requests': 22, 'issues': 27, 'reviews': 16}"
marcelog5,136,37,TypeScript,"{'2023-06': 67, '2023-07': 24, '2023-08': 0, '2023-09': 0, '2023-10': 20, '2023-11': 5, '2023-12': 9, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 11, '2024-06': 0}","{'commits': 46, 'pull_requests': 0, 'issues': 0, 'reviews': 0}"
jeeftor,1133,142,Python,"{'2023-06': 79, '2023-07': 22, '2023-08': 49, '2023-09': 67, '2023-10': 75, '2023-11': 18, '2023-12': 92, '2024-01': 119, '2024-02': 23, '2024-03': 87, '2024-04': 33, '2024-05': 469, '2024-06': 0}","{'commits': 545, 'pull_requests': 44, 'issues': 24, 'reviews': 6}"
gabryelns,107,5,Java,"{'2023-06': 0, '2023-07': 0, '2023-08': 0, '2023-09': 1, '2023-10': 3, '2023-11': 33, '2023-12': 44, '2024-01': 0, '2024-02': 5, '2024-03': 0, '2024-04': 6, '2024-05': 15, '2024-06': 0}","{'commits': 98, 'pull_requests': 3, 'issues': 2, 'reviews': 1}"
Rhumenigue,51,33,Python,"{'2023-06': 0, '2023-07': 19, '2023-08': 1, '2023-09': 10, '2023-10': 1, '2023-11': 1, '2023-12': 0, '2024-01': 5, '2024-02': 2, '2024-03': 6, '2024-04': 4, '2024-05': 2, '2024-06': 0}","{'commits': 24, 'pull_requests': 4, 'issues': 0, 'reviews': 0}"
dependabot[bot],0,0,N/A,{},{}
Amandaaaaabreu,139,18,HTML,"{'2023-06': 2, '2023-07': 1, '2023-08': 0, '2023-09': 14, '2023-10': 51, '2023-11': 32, '2023-12': 9, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 16, '2024-05': 14, '2024-06': 0}","{'commits': 128, 'pull_requests': 1, 'issues': 0, 'reviews': 0}"
gmeister18,525,14,HTML,"{'2023-06': 0, '2023-07': 7, '2023-08': 0, '2023-09': 2, '2023-10': 1, '2023-11': 56, '2023-12': 161, '2024-01': 13, '2024-02': 62, '2024-03': 27, '2024-04': 113, '2024-05': 83, '2024-06': 0}","{'commits': 465, 'pull_requests': 9, 'issues': 45, 'reviews': 0}"
ChopperRob,0,3,Python,"{'2023-06': 0, '2023-07': 0, '2023-08': 0, '2023-09': 0, '2023-10': 0, '2023-11': 0, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 0}","{'commits': 0, 'pull_requests': 0, 'issues': 0, 'reviews': 0}"
MastromauroUnB,0,8,Java,"{'2023-06': 0, '2023-07': 0, '2023-08': 0, '2023-09': 0, '2023-10': 0, '2023-11': 0, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 0}","{'commits': 0, 'pull_requests': 0, 'issues': 0, 'reviews': 0}"
GustavoHaubert,4,1,N/A,"{'2023-06': 0, '2023-07': 0, '2023-08': 0, '2023-09': 0, '2023-10': 0, '2023-11': 0, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 1, '2024-04': 3, '2024-05': 0, '2024-06': 0}","{'commits': 3, 'pull_requests': 0, 'issues': 0, 'reviews': 0}"
ErickGiffoni,3,62,C,"{'2023-06': 0, '2023-07': 0, '2023-08': 0, '2023-09': 0, '2023-10': 0, '2023-11': 0, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 3, '2024-05': 0, '2024-06': 0}","{'commits': 0, 'pull_requests': 0, 'issues': 1, 'reviews': 0}"
Pedrosorroche,3,27,Java,"{'2023-06': 1, '2023-07': 0, '2023-08': 0, '2023-09': 0, '2023-10': 0, '2023-11': 2, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 0}","{'commits': 0, 'pull_requests': 0, 'issues': 0, 'reviews': 0}"
ArthurGabrieel,196,27,Java,"{'2023-06': 61, '2023-07': 46, '2023-08': 14, '2023-09': 0, '2023-10': 15, '2023-11': 5, '2023-12': 13, '2024-01': 8, '2024-02': 3, '2024-03': 2, '2024-04': 12, '2024-05': 17, '2024-06': 0}","{'commits': 156, 'pull_requests': 7, 'issues': 12, 'reviews': 2}"
esteerlino,285,16,TypeScript,"{'2023-06': 37, '2023-07': 11, '2023-08': 0, '2023-09': 1, '2023-10': 25, '2023-11': 26, '2023-12': 33, '2024-01': 48, '2024-02': 1, '2024-03': 33, '2024-04': 32, '2024-05': 38, '2024-06': 0}","{'commits': 241, 'pull_requests': 10, 'issues': 3, 'reviews': 8}"
sw-carlos-cristobal,4,15,Python,"{'2023-06': 2, '2023-07': 0, '2023-08': 0, '2023-09': 0, '2023-10': 0, '2023-11': 1, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 1, '2024-04': 0, '2024-05': 0, '2024-06': 0}","{'commits': 0, 'pull_requests': 1, 'issues': 1, 'reviews': 0}"
riokuu,24,6,Python,"{'2023-06': 0, '2023-07': 0, '2023-08': 19, '2023-09': 1, '2023-10': 3, '2023-11': 1, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 0}","{'commits': 21, 'pull_requests': 2, 'issues': 0, 'reviews': 1}"
Ernst79,533,33,Python,"{'2023-06': 50, '2023-07': 77, '2023-08': 22, '2023-09': 57, '2023-10': 16, '2023-11': 5, '2023-12': 46, '2024-01': 131, '2024-02': 52, '2024-03': 59, '2024-04': 2, '2024-05': 16, '2024-06': 0}","{'commits': 347, 'pull_requests': 121, 'issues': 8, 'reviews': 54}"
KalebeLopes,3,51,JavaScript,"{'2023-06': 0, '2023-07': 0, '2023-08': 0, '2023-09': 0, '2023-10': 0, '2023-11': 0, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 2, '2024-05': 1, '2024-06': 0}","{'commits': 0, 'pull_requests': 0, 'issues': 0, 'reviews': 0}"
twistershark,1996,49,TypeScript,"{'2023-06': 239, '2023-07': 175, '2023-08': 212, '2023-09': 168, '2023-10': 163, '2023-11': 293, '2023-12': 146, '2024-01': 232, '2024-02': 118, '2024-03': 124, '2024-04': 95, '2024-05': 26, '2024-06': 5}","{'commits': 244, 'pull_requests': 2, 'issues': 1, 'reviews': 4}"
LeanArs,234,17,JavaScript,"{'2023-06': 0, '2023-07': 1, '2023-08': 5, '2023-09': 10, '2023-10': 32, '2023-11': 45, '2023-12': 88, '2024-01': 0, '2024-02': 4, '2024-03': 0, '2024-04': 32, '2024-05': 17, '2024-06': 0}","{'commits': 133, 'pull_requests': 9, 'issues': 41, 'reviews': 18}"
IceBotYT,214,17,Python,"{'2023-06': 3, '2023-07': 49, '2023-08': 35, '2023-09': 10, '2023-10': 11, '2023-11': 9, '2023-12': 10, '2024-01': 6, '2024-02': 15, '2024-03': 21, '2024-04': 17, '2024-05': 27, '2024-06': 1}","{'commits': 130, 'pull_requests': 27, 'issues': 12, 'reviews': 9}"
gabrielavelino,58,36,Python,"{'2023-06': 44, '2023-07': 12, '2023-08': 0, '2023-09': 0, '2023-10': 0, '2023-11': 0, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 2, '2024-06': 0}","{'commits': 26, 'pull_requests': 10, 'issues': 9, 'reviews': 12}"
luisgfmarques,200,30,JavaScript,"{'2023-06': 88, '2023-07': 41, '2023-08': 2, '2023-09': 8, '2023-10': 38, '2023-11': 21, '2023-12': 1, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 1, '2024-05': 0, '2024-06': 0}","{'commits': 128, 'pull_requests': 39, 'issues': 8, 'reviews': 7}"
brenno-silva,56,24,Python,"{'2023-06': 16, '2023-07': 25, '2023-08': 0, '2023-09': 0, '2023-10': 0, '2023-11': 0, '2023-12': 9, '2024-01': 0, '2024-02': 0, '2024-03': 2, '2024-04': 4, '2024-05': 0, '2024-06': 0}","{'commits': 30, 'pull_requests': 4, 'issues': 1, 'reviews': 0}"
LucasGlopes,309,45,JavaScript,"{'2023-06': 19, '2023-07': 30, '2023-08': 0, '2023-09': 27, '2023-10': 55, '2023-11': 129, '2023-12': 49, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 0}","{'commits': 249, 'pull_requests': 39, 'issues': 0, 'reviews': 15}"
balloob,2451,186,Python,"{'2023-06': 334, '2023-07': 209, '2023-08': 78, '2023-09': 111, '2023-10': 142, '2023-11': 123, '2023-12': 46, '2024-01': 177, '2024-02': 333, '2024-03': 372, '2024-04': 124, '2024-05': 392, '2024-06': 10}","{'commits': 464, 'pull_requests': 227, 'issues': 24, 'reviews': 1516}"
mateus9levy,222,19,JavaScript,"{'2023-06': 70, '2023-07': 53, '2023-08': 4, '2023-09': 7, '2023-10': 34, '2023-11': 18, '2023-12': 19, '2024-01': 0, '2024-02': 2, '2024-03': 0, '2024-04': 5, '2024-05': 10, '2024-06': 0}","{'commits': 124, 'pull_requests': 6, 'issues': 4, 'reviews': 0}"
leonardomilv3,243,54,Python,"{'2023-06': 45, '2023-07': 38, '2023-08': 42, '2023-09': 11, '2023-10': 12, '2023-11': 20, '2023-12': 24, '2024-01': 10, '2024-02': 0, '2024-03': 8, '2024-04': 19, '2024-05': 14, '2024-06': 0}","{'commits': 179, 'pull_requests': 6, 'issues': 33, 'reviews': 0}"
TalesRG,127,9,JavaScript,"{'2023-06': 65, '2023-07': 46, '2023-08': 2, '2023-09': 0, '2023-10': 0, '2023-11': 2, '2023-12': 4, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 8, '2024-06': 0}","{'commits': 101, 'pull_requests': 21, 'issues': 2, 'reviews': 0}"
leticiatmartins,89,21,HTML,"{'2023-06': 0, '2023-07': 1, '2023-08': 2, '2023-09': 3, '2023-10': 6, '2023-11': 15, '2023-12': 0, '2024-01': 8, '2024-02': 0, '2024-03': 0, '2024-04': 44, '2024-05': 10, '2024-06': 0}","{'commits': 74, 'pull_requests': 2, 'issues': 6, 'reviews': 0}"
manuziny,148,22,Java,"{'2023-06': 54, '2023-07': 12, '2023-08': 0, '2023-09': 37, '2023-10': 8, '2023-11': 14, '2023-12': 13, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 9, '2024-05': 1, '2024-06': 0}","{'commits': 98, 'pull_requests': 8, 'issues': 22, 'reviews': 8}"
guilhermekishimoto,51,22,Python,"{'2023-06': 8, '2023-07': 6, '2023-08': 0, '2023-09': 12, '2023-10': 10, '2023-11': 9, '2023-12': 6, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 0}","{'commits': 48, 'pull_requests': 2, 'issues': 0, 'reviews': 0}"
thecode,810,48,Python,"{'2023-06': 42, '2023-07': 60, '2023-08': 82, '2023-09': 70, '2023-10': 35, '2023-11': 12, '2023-12': 13, '2024-01': 66, '2024-02': 146, '2024-03': 118, '2024-04': 90, '2024-05': 76, '2024-06': 0}","{'commits': 134, 'pull_requests': 81, 'issues': 4, 'reviews': 583}"
pkbceira03,197,31,JavaScript,"{'2023-06': 73, '2023-07': 12, '2023-08': 0, '2023-09': 15, '2023-10': 14, '2023-11': 7, '2023-12': 23, '2024-01': 0, '2024-02': 3, '2024-03': 9, '2024-04': 26, '2024-05': 15, '2024-06': 0}","{'commits': 178, 'pull_requests': 6, 'issues': 3, 'reviews': 1}"
MatsFidelis,147,7,JavaScript,"{'2023-06': 1, '2023-07': 1, '2023-08': 0, '2023-09': 8, '2023-10': 30, '2023-11': 65, '2023-12': 28, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 7, '2024-05': 0, '2024-06': 7}","{'commits': 91, 'pull_requests': 17, 'issues': 15, 'reviews': 20}"
RuanMoura,0,25,JavaScript,"{'2023-06': 0, '2023-07': 0, '2023-08': 0, '2023-09': 0, '2023-10': 0, '2023-11': 0, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 0}","{'commits': 0, 'pull_requests': 0, 'issues': 0, 'reviews': 0}"
jcconnell,3,30,Python,"{'2023-06': 0, '2023-07': 0, '2023-08': 0, '2023-09': 0, '2023-10': 3, '2023-11': 0, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 0}","{'commits': 1, 'pull_requests': 1, 'issues': 0, 'reviews': 0}"
arthurrsousa,91,9,HTML,"{'2023-06': 2, '2023-07': 2, '2023-08': 0, '2023-09': 5, '2023-10': 41, '2023-11': 25, '2023-12': 16, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 0}","{'commits': 88, 'pull_requests': 1, 'issues': 1, 'reviews': 0}"
